DIRECTORIO	SECUENCIA_P	ORDEN	HOGAR	REGIS	P6016	P6020	P6030S1	P6030S3	P6040	P6050	P6080	P6080S1	P6070	P6081	P6081S1	P6083	P6083S1	P6071	P6071S1	P3147S1	P3147S2	P3147S3	P3147S4	P3147S5	P3147S6	P3147S7	P3147S8	P3147S9	P3147S10	P3147S11	P3147S10A1	P3246	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210S1	P6220	P6269	AREA	ESC	MES	DPTO	fex_c_2011
5362556	1	2	1	10	2	2	4	1976	44	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	80000	2	1	2	 	6	5	4	 	17	16	1	17	268,9161098
5362556	1	3	1	10	3	1	7	1997	23	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	48000	2	1	1	2	6	2	2	2	17	13	1	17	268,9161098
5362556	1	4	1	10	4	2	10	2000	20	3	6	 	6	1	1	1	2	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	36341	2	1	1	2	6	2	2	2	17	13	1	17	268,9161098
5362556	1	5	1	10	4	1	3	2016	4	4	6	 	 	2	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	2	2	0	 	 	17	0	1	17	268,9161098
5362557	1	1	1	10	2	1	4	1955	65	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	2	300000	2	1	2	 	6	2	3	 	17	13	1	17	193,8770237
5362557	1	2	1	10	2	2	4	1958	62	2	6	 	3	3	 	3	 	1	1	 	 	 	1	 	 	1	 	 	 	 	 	 	1	 	 	1	3	113566	2	1	2	 	6	5	4	 	17	16	1	17	193,8770237
5362557	1	3	1	10	3	1	10	1980	40	3	6	 	4	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	192000	2	1	2	 	6	13	5	 	17	24	1	17	193,8770237
5362558	1	1	1	10	1	1	12	1970	50	1	6	 	6	3	 	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	6	2	3	 	17	13	1	17	230,2660345
5362558	1	2	1	10	2	1	5	1998	22	3	6	 	6	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	2	6	2	2	2	17	13	1	17	230,2660345
5362558	1	3	1	10	3	1	7	1998	22	3	6	 	6	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	1	1	6	3	2	2	17	14	1	17	230,2660345
5362559	1	1	1	10	1	1	2	1956	64	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	193,8770237
5362559	1	2	1	10	2	2	10	1953	67	2	6	 	3	3	 	3	 	1	1	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	6	 	 	17	6	1	17	193,8770237
5362559	1	3	1	10	3	1	11	1983	37	3	6	 	4	1	1	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	4	9	 	 	17	9	1	17	193,8770237
5362560	1	1	1	10	1	2	11	1957	63	1	6	 	2	3	 	3	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	2	2	452000	2	1	2	 	6	7	5	 	17	18	1	17	190,1001804
5362560	1	2	1	10	1	1	5	1955	65	2	6	 	2	3	 	3	 	1	1	1	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	2	5	 	2	1	2	 	5	11	2	 	17	11	1	17	190,1001804
5362560	1	3	1	10	3	1	8	1997	23	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	5	 	2	1	1	1	6	3	2	2	17	14	1	17	190,1001804
5362561	1	1	1	10	2	1	4	1962	58	1	6	 	3	3	 	3	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	186,811066
5362561	1	2	1	10	2	2	4	1962	58	2	6	 	3	3	 	3	 	1	1	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	186,811066
5362562	1	1	1	10	1	2	4	1944	76	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	194,2756014
5362562	1	2	1	10	2	1	9	1972	48	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	2	1	10	 	 	 	2	1	2	 	5	10	1	 	17	10	1	17	194,2756014
5362563	1	1	1	10	1	1	3	1961	59	1	6	 	6	3	 	3	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	4	9	 	 	17	9	1	17	216,2232702
5362564	1	1	1	10	1	1	12	1967	53	1	6	 	2	3	 	3	 	1	2	 	 	 	 	1	 	1	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	194,5763269
5362564	1	2	1	10	2	2	2	1969	51	2	6	 	2	2	 	3	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	3	4	 	 	17	4	1	17	194,5763269
5362565	1	1	1	10	1	2	3	1975	45	1	6	 	2	2	 	1	4	1	2	 	 	 	1	 	 	 	 	1	 	 	 	1	1	 	 	1	1	36341	2	1	2	 	6	2	3	 	17	13	1	17	178,8083092
5362565	1	2	1	10	2	1	2	1970	50	2	6	 	2	3	 	3	 	1	1	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	3	5	 	 	17	5	1	17	178,8083092
5362565	1	3	1	10	3	1	7	1999	21	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	6	4	2	2	17	15	1	17	178,8083092
5362565	1	4	1	10	4	2	5	1951	69	5	6	 	6	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	1	 	 	17	1	1	17	178,8083092
5362565	1	5	1	10	5	1	3	1971	49	5	6	 	6	2	 	1	4	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	178,8083092
5362565	1	6	1	10	1	1	7	2004	16	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	5	10	1	 	17	10	1	17	178,8083092
5362566	1	1	1	10	1	1	6	1950	70	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	2	109023	2	1	2	 	3	5	 	 	17	5	1	17	186,811066
5362566	1	2	1	10	2	2	10	1957	63	2	6	 	3	3	 	3	 	1	1	1	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	4	8	 	 	17	8	1	17	186,811066
5362567	1	1	1	10	1	1	5	1938	82	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	2	109023	2	1	2	 	3	5	 	 	17	5	1	17	230,3551856
5362567	1	2	1	10	2	1	5	1966	54	3	6	 	6	1	1	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	2	1	88000	2	1	2	 	6	5	4	 	17	16	1	17	230,3551856
5362567	1	3	1	10	3	1	1	1970	51	3	6	 	6	1	1	3	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	2	3	 	17	13	1	17	230,3551856
5362568	1	1	1	10	1	2	12	1953	67	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	194,2756014
5362568	1	2	1	10	2	1	3	1973	47	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	6	 	 	17	6	1	17	194,2756014
5362569	1	1	1	10	1	1	7	1949	71	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	144000	2	1	2	 	3	5	 	 	17	5	1	17	193,8770237
5362569	1	2	1	10	2	2	1	1949	72	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	193,8770237
5362569	1	3	1	10	3	1	11	1977	43	3	6	 	6	1	1	1	2	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	5	4	 	17	16	1	17	193,8770237
5362570	1	1	1	10	1	2	11	1964	56	1	6	 	4	3	 	2	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	1	1	 	 	1	5	 	2	1	2	 	4	8	 	 	17	8	1	17	187,2096437
5362571	1	1	1	10	1	2	9	1939	81	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	2	109023	2	1	2	 	3	2	 	 	17	2	1	17	216,3995184
5362571	1	2	1	10	2	2	3	1971	49	3	6	 	2	3	 	1	1	1	3	 	 	1	 	 	 	1	 	1	 	 	 	 	1	 	 	1	3	113565	2	1	2	 	4	8	 	 	17	8	1	17	216,3995184
5362571	1	3	1	10	3	1	9	1971	49	5	6	 	2	2	 	2	 	1	2	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	17	11	1	17	216,3995184
5362571	1	4	1	10	2	1	11	1992	28	4	6	 	6	3	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	216,3995184
5362571	1	5	1	10	2	2	4	2012	8	4	6	 	 	1	3	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	2	 	 	17	2	1	17	216,3995184
5362749	1	1	1	10	1	1	6	1985	35	1	6	 	2	2	 	2	 	1	2	 	1	1	1	 	 	 	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	4	7	 	 	23	7	1	23	187,837871
5362749	1	2	1	10	2	2	5	1980	40	2	6	 	2	2	 	2	 	1	1	 	1	1	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	187,837871
5362749	1	3	1	10	2	2	3	2008	12	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	23	8	1	23	187,837871
5362749	1	4	1	10	2	2	8	2014	6	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	3	1	 	 	23	1	1	23	187,837871
5362750	1	1	1	10	1	2	1	1972	49	1	6	 	4	2	 	2	 	 	 	 	1	1	 	 	 	 	 	1	 	 	 	2	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	200,2028195
5362750	1	2	1	10	1	1	3	2009	11	4	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	4	 	 	23	4	1	23	200,2028195
5362750	1	3	1	10	3	1	4	1972	48	5	6	 	4	2	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	1	0	 	 	23	0	1	23	200,2028195
5362750	1	4	1	10	4	1	11	1990	30	5	6	 	6	2	 	2	 	 	 	 	1	1	 	1	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	200,2028195
5362751	1	1	1	10	1	1	4	1973	47	1	6	 	2	2	 	2	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	187,787495
5362751	1	2	1	10	2	2	2	1980	40	2	6	 	2	3	 	3	 	1	1	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	23	0	1	23	187,787495
5362751	1	3	1	10	2	2	4	2003	17	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	23	8	1	23	187,787495
5362751	1	4	1	10	2	1	7	2004	16	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	187,787495
5362753	1	1	1	10	1	1	3	1970	50	1	6	 	2	3	 	3	 	1	2	 	1	1	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	23	11	1	23	184,5208107
5362753	1	2	1	10	2	2	10	1976	44	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	23	11	1	23	184,5208107
5362753	1	3	1	10	3	1	7	1999	21	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	184,5208107
5362753	1	4	1	10	2	1	4	2007	13	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	7	 	 	23	7	1	23	184,5208107
5362754	1	1	1	10	1	2	1	1987	34	1	6	 	4	2	 	2	 	 	 	1	1	1	 	1	 	1	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	176,896894
5362754	1	2	1	10	1	2	3	2013	7	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	2	 	 	23	2	1	23	176,896894
5362755	1	1	1	10	1	1	8	1992	28	1	6	 	2	2	 	2	 	1	2	1	 	1	 	 	 	 	 	1	 	 	 	2	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	23	11	1	23	188,5455854
5362755	1	2	1	10	2	2	5	1992	28	2	6	 	2	2	 	2	 	1	1	1	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	2	3	 	23	13	1	23	188,5455854
5362755	1	3	1	10	2	2	11	2016	4	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	23	0	1	23	188,5455854
5362755	1	4	1	10	2	1	12	2020	0	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	23	 	1	23	188,5455854
5362757	1	1	1	10	1	2	2	1951	69	1	6	 	5	3	 	3	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	163,321675
5362757	1	2	1	10	2	2	1	1977	44	3	6	 	4	3	 	1	1	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	5	4	 	23	16	1	23	163,321675
5362757	1	3	1	10	2	1	9	2004	16	4	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	0	2	2	23	11	1	23	163,321675
5362757	1	4	1	10	4	2	8	2001	19	4	6	 	6	3	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	3	2	2	23	14	1	23	163,321675
5362758	1	1	1	10	1	1	9	1981	39	1	6	 	2	2	 	2	 	1	2	 	1	1	1	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	190,5118681
5362758	1	2	1	10	2	2	1	1988	33	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	190,5118681
5362758	1	3	1	10	2	1	2	2012	9	3	6	 	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	2	 	 	23	2	1	23	190,5118681
5362759	1	1	1	10	1	2	10	1978	42	1	6	 	2	3	 	1	5	2	 	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	6	5	4	 	23	16	1	23	138,7163712
5362759	1	2	1	10	2	1	8	2001	19	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	1	2	2	23	12	1	23	138,7163712
5362759	1	3	1	10	1	1	10	2003	17	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	9	 	 	23	9	1	23	138,7163712
5362759	1	4	1	10	1	2	2	2006	14	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	23	8	1	23	138,7163712
5362759	1	5	1	10	5	2	11	1948	72	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	138,7163712
5362759	1	6	1	10	6	1	5	1962	58	5	6	 	6	3	 	1	5	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	138,7163712
5362760	1	1	1	10	1	2	7	1986	34	1	6	 	4	3	 	3	 	 	 	 	1	1	 	 	 	 	1	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	4	7	 	 	23	7	1	23	183,3124252
5362760	1	2	1	10	2	2	1	2005	16	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	0	 	 	23	5	1	23	183,3124252
5362760	1	3	1	10	1	2	1	2007	14	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	4	 	 	23	4	1	23	183,3124252
5362760	1	4	1	10	1	1	10	2010	10	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	1	1	1	1	3	3	 	 	23	3	1	23	183,3124252
5362760	1	5	1	10	1	2	8	2016	4	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	23	0	1	23	183,3124252
5362760	1	6	1	10	1	1	7	2018	2	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	23	 	1	23	183,3124252
5362761	1	1	1	10	1	1	10	1988	32	1	6	 	2	3	 	3	 	1	2	 	1	1	1	 	 	 	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	178,0975669
5362761	1	2	1	10	2	2	3	1998	22	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	178,0975669
5362761	1	3	1	10	2	1	1	2016	5	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	2	0	 	 	23	0	1	23	178,0975669
5362761	1	4	1	10	4	1	12	1989	31	5	6	 	4	3	 	3	 	 	 	 	1	1	1	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	7	 	 	23	7	1	23	178,0975669
5362761	2	1	2	10	1	2	7	1983	37	1	6	 	2	3	 	2	 	1	2	 	1	1	 	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	2	2	 	1	0	 	 	23	0	1	23	178,0975669
5362761	2	2	2	10	2	1	4	1959	61	2	6	 	2	3	 	3	 	1	1	 	1	1	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	8	 	 	23	8	1	23	178,0975669
5362761	2	3	2	10	3	1	6	2000	20	3	6	 	6	2	 	1	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	178,0975669
5362761	2	4	2	10	4	2	11	2004	16	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	5	10	1	 	23	10	1	23	178,0975669
5362762	1	1	1	10	1	2	2	1969	51	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	3	 	 	2	1	2	 	6	5	4	 	23	16	1	23	170,5260061
5362762	1	2	1	10	2	1	11	1991	29	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	170,5260061
5362762	1	3	1	10	3	2	6	2006	14	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	9	 	 	23	9	1	23	170,5260061
5362762	2	1	2	10	1	1	9	1960	60	1	6	 	3	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	2	1	2	 	5	10	1	 	23	10	1	23	170,5260061
5362762	2	2	2	10	2	2	5	1975	45	2	6	 	3	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	170,5260061
5362762	2	3	2	10	3	1	1	2000	21	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	1	2	2	23	12	1	23	170,5260061
5362762	2	4	2	10	4	2	12	2001	19	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	2	2	2	23	13	1	23	170,5260061
5362762	3	1	3	10	1	1	10	1997	23	1	6	 	2	3	 	2	 	2	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	9	 	 	23	9	1	23	170,5260061
5362763	1	1	1	10	1	1	5	1956	64	1	6	 	3	2	 	2	 	1	2	1	 	1	1	 	 	1	 	1	 	 	 	1	1	 	 	3	 	 	2	2	2	 	1	0	 	 	23	0	1	23	135,4058737
5362763	1	2	1	10	2	2	7	1955	65	2	6	 	3	3	 	3	 	1	1	1	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	135,4058737
5362764	1	1	1	10	1	2	1	1982	39	1	6	 	6	2	 	2	 	 	 	 	1	1	1	 	 	 	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	174,7709406
5362764	1	2	1	10	2	1	2	2000	20	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	1	2	2	23	12	1	23	174,7709406
5362764	1	3	1	10	3	1	11	2004	16	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	9	 	 	23	9	1	23	174,7709406
5362764	1	4	1	10	1	1	2	2007	13	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	7	 	 	23	7	1	23	174,7709406
5362764	1	5	1	10	1	1	3	2013	7	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	2	 	 	23	2	1	23	174,7709406
5362765	1	1	1	10	1	2	7	1958	62	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	177,6947396
5362765	1	2	1	10	2	2	3	1987	33	3	6	 	3	2	 	1	1	1	3	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	6	2	3	 	23	13	1	23	177,6947396
5362765	1	3	1	10	3	1	11	1985	35	5	6	 	3	2	 	2	 	1	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	23	11	1	23	177,6947396
5362765	1	4	1	10	2	1	3	2015	5	4	6	 	 	1	3	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	3	0	 	 	23	0	1	23	177,6947396
5362765	1	5	1	10	2	1	7	2017	3	4	6	 	 	1	3	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	23	0	1	23	177,6947396
5362766	1	1	1	10	1	1	5	1965	55	1	6	 	2	3	 	2	 	1	2	 	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	9	 	 	23	9	1	23	154,2578729
5362766	1	2	1	10	2	2	4	1972	48	2	6	 	2	3	 	2	 	1	1	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	23	5	1	23	154,2578729
5362766	1	3	1	10	3	1	10	1997	23	3	6	 	6	1	1	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	23	9	1	23	154,2578729
5362767	1	1	1	10	1	2	5	1991	29	1	6	 	2	2	 	2	 	1	2	 	 	1	 	 	 	1	 	 	 	 	 	1	1	 	 	1	1	36341	2	1	2	 	6	2	3	 	23	13	1	23	195,8304816
5362767	1	2	1	10	2	1	12	1987	33	2	6	 	2	3	 	2	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	4	9	 	 	23	9	1	23	195,8304816
5362767	1	3	1	10	1	1	7	2018	2	3	6	 	 	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	 	 	 	 	 	 	 	23	 	1	23	195,8304816
5362767	1	4	1	10	4	2	10	1986	34	5	6	 	4	2	 	2	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	23	9	1	23	195,8304816
5362767	1	5	1	10	4	2	5	2004	16	5	6	 	6	2	 	1	4	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	23	11	1	23	195,8304816
5362767	1	6	1	10	4	1	6	2006	14	5	6	 	6	2	 	1	4	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	7	 	 	23	7	1	23	195,8304816
