DIRECTORIO	SECUENCIA_P	ORDEN	HOGAR	REGIS	P6016	P6020	P6030S1	P6030S3	P6040	P6050	P6080	P6080S1	P6070	P6081	P6081S1	P6083	P6083S1	P6071	P6071S1	P3147S1	P3147S2	P3147S3	P3147S4	P3147S5	P3147S6	P3147S7	P3147S8	P3147S9	P3147S10	P3147S11	P3147S10A1	P3246	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210S1	P6220	P6269	AREA	ESC	MES	DPTO	fex_c_2011
5362422	1	8	1	10	7	2	8	2017	3	4	5	 	 	2	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	2	0	 	 	13	0	1	13	787,6099607
5362422	1	9	1	10	7	1	9	1992	28	4	5	 	6	2	 	2	 	 	 	 	 	 	 	1	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	2	2	2	13	13	1	13	787,6099607
5362423	1	1	1	10	1	2	6	1941	79	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	1	 	 	1	2	109023	2	2	2	 	1	0	 	 	13	0	1	13	700,7239488
5362423	1	2	1	10	1	1	8	1960	60	3	6	 	4	3	 	1	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	13	5	1	13	700,7239488
5362423	1	3	1	10	3	1	7	1983	37	4	6	 	3	3	 	2	 	1	4	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	6	3	3	 	13	14	1	13	700,7239488
5362423	1	4	1	10	3	2	9	1990	30	5	6	 	3	2	 	2	 	1	3	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	6	2	3	 	13	13	1	13	700,7239488
5362423	1	5	1	10	3	1	9	2019	1	5	6	 	 	1	3	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	 	 	 	 	 	 	 	13	 	1	13	700,7239488
5362424	1	1	1	10	1	2	3	1968	52	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	1	76000	2	1	2	 	6	3	3	 	13	14	1	13	819,1196204
5362424	1	2	1	10	1	1	12	2004	16	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	9	 	 	13	9	1	13	819,1196204
5362425	1	1	1	10	2	1	5	1962	58	1	5	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	1	 	 	 	1	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	13	11	1	13	719,7433266
5362425	1	2	1	10	2	2	8	1964	56	2	5	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	3	5	 	 	13	5	1	13	719,7433266
5362426	1	1	1	10	1	2	5	1937	83	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	72682	2	1	2	 	3	4	 	 	13	4	1	13	754,6625674
5362426	1	2	1	10	2	2	5	1969	51	3	6	 	2	3	 	1	1	1	3	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	2	5	 	2	1	2	 	6	9	5	 	13	20	1	13	754,6625674
5362426	1	3	1	10	2	1	1	1963	58	5	6	 	2	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	1	152000	2	1	2	 	6	9	5	 	13	20	1	13	754,6625674
5362426	1	4	1	10	2	1	12	2007	13	4	6	 	6	1	3	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	2	5	 	2	1	1	2	4	7	 	 	13	7	1	13	754,6625674
5362426	1	5	1	10	2	2	11	2012	8	4	6	 	 	1	3	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	5	 	2	1	1	2	3	2	 	 	13	2	1	13	754,6625674
5362427	1	1	1	10	2	1	2	1977	43	1	6	 	3	2	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	44000	2	1	2	 	6	5	4	 	13	16	1	13	833,7848151
5362427	1	2	1	10	2	2	12	1984	36	2	6	 	3	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	3	3	 	13	14	1	13	833,7848151
5362427	1	3	1	10	2	2	4	2008	12	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	8	 	 	13	8	1	13	833,7848151
5362427	1	4	1	10	2	1	1	2013	8	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	2	 	 	13	2	1	13	833,7848151
5362428	1	1	1	10	1	1	2	1983	37	1	6	 	2	2	 	3	 	1	2	 	 	 	 	 	1	 	 	 	 	 	 	1	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	13	11	1	13	786,9379022
5362428	1	2	1	10	1	2	7	1980	40	2	6	 	2	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	6	5	4	 	13	16	1	13	786,9379022
5362428	1	3	1	10	1	2	4	2020	0	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	 	 	 	 	 	 	 	13	 	1	13	786,9379022
5362429	1	1	1	10	1	1	7	1987	33	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	3	98	2	1	2	 	6	5	4	 	13	16	1	13	768,6216145
5362429	1	2	1	10	1	2	10	1990	30	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	3	98	2	1	2	 	6	5	4	 	13	16	1	13	768,6216145
5362430	1	1	1	10	1	2	9	1978	42	1	6	 	4	2	 	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	6	5	4	 	13	16	1	13	824,3971845
5362430	1	2	1	10	1	2	10	1999	21	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	2	6	2	2	2	13	13	1	13	824,3971845
5362431	1	1	1	10	1	2	8	1954	66	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	98	2	1	2	 	6	2	3	 	13	13	1	13	741,4144321
5362431	1	2	1	10	1	1	3	1979	41	3	6	 	6	2	 	1	1	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	1	 	 	1	3	99	2	1	2	 	6	5	4	 	13	16	1	13	741,4144321
5362433	1	1	1	10	1	1	8	1991	29	1	5	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	200000	2	1	2	 	6	5	4	 	13	16	1	13	768,6216145
5362433	1	2	1	10	1	2	5	1992	28	2	5	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	98	2	1	2	 	6	5	4	 	13	16	1	13	768,6216145
5362435	1	1	1	10	1	2	10	1972	48	1	5	 	4	2	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	2	1	 	 	1	1	120000	2	1	2	 	6	3	3	 	13	14	1	13	864,1295819
5362435	1	2	1	10	1	1	9	2003	17	3	5	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	13	11	1	13	864,1295819
5362435	1	3	1	10	1	1	11	2007	13	3	5	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	8	 	 	13	8	1	13	864,1295819
5362436	1	1	1	10	1	2	6	1984	36	1	5	 	6	1	2	1	3	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	98	2	1	2	 	6	3	3	 	13	14	1	13	691,3363183
5362436	1	2	1	10	1	1	4	1961	59	5	5	 	3	3	 	3	 	1	3	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	3	113565	2	1	2	 	5	11	2	 	13	11	1	13	691,3363183
5362436	1	3	1	10	3	2	2	1961	59	5	5	 	3	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	13	11	1	13	691,3363183
5362437	1	1	1	10	1	2	2	1981	39	1	6	 	4	3	 	2	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	2	1	 	 	1	3	109800	2	1	2	 	6	2	3	 	13	13	1	13	803,8610089
5362437	1	2	1	10	1	1	11	2013	7	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	1	 	 	13	1	1	13	803,8610089
5362437	1	3	1	10	1	1	11	2016	4	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	2	2	0	 	 	13	0	1	13	803,8610089
5362438	1	1	1	10	1	1	10	1981	39	1	6	 	3	3	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	64000	2	1	2	 	6	3	3	 	13	14	1	13	373,0996932
5362438	1	2	1	10	1	2	9	1982	38	2	6	 	3	3	 	1	5	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	1	56000	2	1	2	 	6	4	3	 	13	15	1	13	373,0996932
5362438	1	3	1	10	1	1	3	2013	7	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	2	 	 	13	2	1	13	373,0996932
5362438	1	4	1	10	1	2	1	2017	4	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	2	0	 	 	13	0	1	13	373,0996932
5362438	1	5	1	10	1	2	 	 	65	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	2	3	 	13	13	1	13	373,0996932
5362439	1	1	1	10	1	2	11	1973	47	1	6	 	3	2	 	3	 	1	2	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	2	1	144000	2	1	2	 	6	9	5	 	13	20	1	13	431,9595508
5362439	1	2	1	10	1	1	8	1971	49	2	6	 	3	3	 	2	 	1	1	 	 	 	1	 	 	 	 	1	 	 	 	 	1	 	 	1	1	120000	2	1	2	 	6	7	5	 	13	18	1	13	431,9595508
5362439	1	3	1	10	2	1	10	2004	16	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	5	10	1	 	13	10	1	13	431,9595508
5362439	1	4	1	10	1	2	6	2006	14	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	9	 	 	13	9	1	13	431,9595508
5362440	1	1	1	10	1	2	3	1991	29	1	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	108000	2	1	2	 	6	5	4	 	13	16	1	13	387,0548295
5362441	1	1	1	10	1	2	2	1993	28	1	6	 	2	2	 	1	3	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	99	2	1	2	 	6	5	4	 	13	16	1	13	713,0074237
5362441	1	2	1	10	2	1	8	1990	30	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	99	2	1	2	 	6	5	4	 	13	16	1	13	713,0074237
5362441	1	3	1	10	3	2	10	1955	65	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	13	11	1	13	713,0074237
5362444	1	1	1	10	1	2	2	1968	52	1	6	 	6	3	 	2	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	1	1	98	2	1	2	 	6	12	5	 	13	23	1	13	372,8513253
5362444	1	2	1	10	2	2	3	1973	47	5	6	 	6	3	 	2	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	2	3	 	13	13	1	13	372,8513253
5362445	1	1	1	10	1	1	2	1978	42	1	6	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	98	2	1	2	 	6	5	4	 	13	16	1	13	409,45457
5362445	1	2	1	10	1	2	6	1982	38	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	5	4	 	13	16	1	13	409,45457
5362445	1	3	1	10	1	2	8	2006	14	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	7	 	 	13	7	1	13	409,45457
5362535	1	1	1	10	1	1	10	1990	30	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	17	11	1	17	302,9928732
5362535	1	2	1	10	2	2	2	1992	29	2	6	 	2	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	302,9928732
5362535	1	3	1	10	2	2	10	2014	6	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	3	0	 	 	17	0	1	17	302,9928732
5362535	1	4	1	10	2	1	10	2017	3	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	2	 	1	0	 	 	17	0	1	17	302,9928732
5362536	1	1	1	10	1	1	10	1995	25	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	17	11	1	17	258,8234351
5362536	1	2	1	10	2	2	4	1995	25	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	6	2	3	 	17	13	1	17	258,8234351
5362536	1	3	1	10	2	1	10	2017	3	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	2	 	1	0	 	 	17	0	1	17	258,8234351
5362537	1	1	1	10	1	2	10	1959	61	1	6	 	2	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	230,9805041
5362537	1	2	1	10	2	1	11	1955	65	2	6	 	2	3	 	3	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	3	113566	2	1	2	 	4	7	 	 	17	7	1	17	230,9805041
5362537	1	3	1	10	2	2	8	2010	10	4	6	 	6	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	1	1	3	4	 	 	17	4	1	17	230,9805041
5362538	1	1	1	10	1	1	11	1981	39	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	2	2	72000	2	1	2	 	6	3	3	 	17	14	1	17	302,9928732
5362538	1	2	1	10	2	2	6	1982	38	2	6	 	2	2	 	2	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	5	 	2	1	2	 	6	3	3	 	17	14	1	17	302,9928732
5362538	1	3	1	10	2	1	3	2009	11	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	5	 	2	1	1	2	4	6	 	 	17	6	1	17	302,9928732
5362538	1	4	1	10	2	2	5	2016	4	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	5	 	2	2	1	2	2	0	 	 	17	0	1	17	302,9928732
5362539	1	1	1	10	1	2	9	1975	45	1	6	 	4	3	 	1	3	 	 	1	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	1	1	55200	2	1	2	 	6	5	4	 	17	16	1	17	171,9676828
5362539	1	2	1	10	1	2	4	2004	16	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	5	10	1	 	17	10	1	17	171,9676828
5362539	1	3	1	10	3	2	3	1961	59	5	6	 	3	2	 	2	 	1	4	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	171,9676828
5362539	1	4	1	10	4	1	4	1967	53	9	6	 	3	3	 	2	 	1	3	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	1	156000	2	1	2	 	6	3	3	 	17	14	1	17	171,9676828
5362540	1	1	1	10	1	2	6	1960	60	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	3	113566	2	1	2	 	3	5	 	 	17	5	1	17	158,0981649
5362540	1	2	1	10	2	2	6	1995	25	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	6	 	 	 	2	1	2	 	6	5	4	 	17	16	1	17	158,0981649
5362541	1	1	1	10	1	1	1	1971	50	1	6	 	3	3	 	2	 	1	2	 	 	 	 	 	 	1	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	262,1125495
5362541	1	2	1	10	2	2	3	1977	43	2	6	 	3	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	3	113556	2	1	2	 	6	3	3	 	17	14	1	17	262,1125495
5362541	1	3	1	10	3	1	8	2001	19	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	6	0	2	2	17	11	1	17	262,1125495
5362541	1	4	1	10	2	1	12	2017	3	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	2	 	1	0	 	 	17	0	1	17	262,1125495
5362542	1	1	1	10	1	2	10	1970	50	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	104000	2	1	2	 	6	5	4	 	17	16	1	17	190,7994836
5362542	1	2	1	10	2	1	8	1996	24	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	6	5	4	 	17	16	1	17	190,7994836
5362543	1	1	1	10	1	1	4	1993	27	1	6	 	1	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	36341	2	1	2	 	6	2	3	 	17	13	1	17	194,5763269
5362543	1	2	1	10	2	2	3	1995	25	2	6	 	1	3	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	80000	2	1	2	 	6	5	4	 	17	16	1	17	194,5763269
5362544	1	1	1	10	1	1	4	1981	39	1	6	 	3	2	 	3	 	1	2	1	 	 	 	1	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	9	 	 	17	9	1	17	268,9161098
5362544	1	2	1	10	2	2	4	1981	39	2	6	 	3	2	 	2	 	1	1	1	 	1	 	 	 	 	 	 	1	 	PARA IR AL MEDICO	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	268,9161098
5362544	1	3	1	10	3	1	10	2002	18	3	6	 	6	1	1	1	2	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	268,9161098
5362544	1	4	1	10	2	2	4	2006	14	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	17	8	1	17	268,9161098
5362544	1	5	1	10	2	1	4	2020	0	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	17	 	1	17	268,9161098
5362545	1	1	1	10	1	1	11	1966	54	1	6	 	6	3	 	3	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	223,6878057
5362546	1	1	1	10	1	2	3	1941	79	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	1	 	 	1	5	 	2	2	2	 	1	0	 	 	17	0	1	17	194,2756014
5362546	1	2	1	10	1	1	1	1970	51	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	17	0	1	17	194,2756014
5362547	1	1	1	10	1	2	5	1966	54	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	187,5103692
5362548	1	1	1	10	2	2	1	1931	90	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	157,7974395
5362548	1	2	1	10	2	2	1	1963	58	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	3	113566	2	1	2	 	6	5	4	 	17	16	1	17	157,7974395
5362549	1	1	1	10	1	2	5	1971	49	1	6	 	3	3	 	2	 	1	2	 	 	 	1	 	 	 	 	1	 	 	 	1	1	 	 	1	5	 	2	1	2	 	3	5	 	 	17	5	1	17	168,7539625
5362549	1	2	1	10	2	1	6	1966	54	2	6	 	3	3	 	2	 	1	1	 	 	1	 	 	 	 	 	1	 	 	 	 	1	 	 	1	3	113565	2	1	2	 	5	11	2	 	17	11	1	17	168,7539625
5362549	1	3	1	10	3	2	12	1994	26	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	36341	2	1	2	 	6	2	3	 	17	13	1	17	168,7539625
5362549	1	4	1	10	1	1	7	2004	16	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	5	10	1	 	17	10	1	17	168,7539625
5362550	1	1	1	10	1	1	1	1963	58	1	6	 	4	3	 	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	4	6	 	 	17	6	1	17	219,5123847
5362550	1	2	1	10	2	1	4	1999	21	3	6	 	6	1	1	2	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	8	 	 	17	8	1	17	219,5123847
5362551	1	1	1	10	1	2	4	1988	32	1	6	 	2	2	 	2	 	1	2	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	2	1	72000	2	1	2	 	6	5	4	 	17	16	1	17	194,5763269
5362551	1	2	1	10	2	1	4	1987	33	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	36341	2	1	2	 	5	11	2	 	17	11	1	17	194,5763269
5362552	1	1	1	10	1	2	9	1967	53	1	6	 	4	3	 	2	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	4	6	 	 	17	6	1	17	197,6030438
5362552	1	2	1	10	2	2	10	2000	20	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	1	5	 	1	1	1	1	6	0	2	2	17	11	1	17	197,6030438
5362552	1	3	1	10	3	1	2	1997	23	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	1	36341	2	1	2	 	6	3	3	 	17	14	1	17	197,6030438
5362553	1	1	1	10	1	2	1	1982	39	1	6	 	3	3	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	2	2	 	 	 	 	2	1	2	 	6	3	3	 	17	14	1	17	248,6131083
5362553	1	2	1	10	2	1	5	1977	43	2	6	 	3	2	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	2	2	 	 	 	 	2	1	2	 	5	11	2	 	17	11	1	17	248,6131083
5362553	1	3	1	10	3	1	7	1999	21	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	2	 	 	 	 	2	1	2	 	5	11	2	 	17	11	1	17	248,6131083
5362553	1	4	1	10	4	1	12	2001	19	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	2	 	 	 	 	2	1	2	 	5	11	2	 	17	11	1	17	248,6131083
5362553	1	5	1	10	1	1	10	2007	13	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	2	 	 	 	 	1	2	2	 	1	0	 	 	17	0	1	17	248,6131083
5362553	1	6	1	10	1	2	3	2017	3	3	6	 	 	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 	2	2	2	 	1	0	 	 	17	0	1	17	248,6131083
5362554	1	1	1	10	1	2	2	1993	27	1	6	 	6	1	2	3	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	2	1	 	 	3	 	 	2	1	2	 	6	6	3	 	17	17	1	17	252,4791026
5362554	1	2	1	10	2	1	11	1946	74	5	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	3	 	 	17	3	1	17	252,4791026
5362554	1	3	1	10	3	1	12	1973	47	5	6	 	6	1	2	3	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	252,4791026
5362554	1	4	1	10	4	1	11	1975	45	5	6	 	6	1	2	3	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	6	 	 	17	6	1	17	252,4791026
5362554	1	5	1	10	5	1	8	1980	40	5	6	 	6	1	2	3	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	17	5	1	17	252,4791026
5362554	1	6	1	10	1	2	8	2009	11	5	6	 	6	1	5	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	0	 	 	17	5	1	17	252,4791026
5362555	1	1	1	10	1	2	2	1960	61	1	6	 	6	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	2	1	6	 	 	 	2	1	2	 	5	11	2	 	17	11	1	17	190,4987582
5362555	1	2	1	10	2	1	8	2000	20	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	6	 	 	 	2	1	1	2	6	0	2	2	17	11	1	17	190,4987582
5362556	1	1	1	10	1	1	3	1974	46	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	36341	2	1	2	 	6	5	4	 	17	16	1	17	268,9161098
